model,strategy,threshold_type,minimum_score,minimum_gap,accepted_suggestions,abstained,coverage_percentage,accepted_accuracy,incorrect_accepted_suggestions
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,DESCRIPTION_ONLY,SCORE_AND_GAP,0.9,0.06,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,DESCRIPTION_ONLY,SCORE_AND_GAP,0.9,0.08,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,DESCRIPTION_ONLY,SCORE_AND_GAP,0.9,0.1,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,DESCRIPTION_ONLY,SCORE_AND_GAP,0.9,0.12,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,DESCRIPTION_ONLY,SCORE_AND_GAP,0.9,0.15,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,DESCRIPTION_ONLY,SCORE_AND_GAP,0.9,0.2,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.01,134,12,91.78082191780823,0.5522388059701493,60
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.02,125,21,85.61643835616438,0.576,53
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.03,110,36,75.34246575342466,0.6272727272727273,41
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.04,99,47,67.8082191780822,0.6565656565656566,34
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.05,92,54,63.013698630136986,0.6739130434782609,30
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.06,81,65,55.47945205479452,0.691358024691358,25
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.08,61,85,41.78082191780822,0.7540983606557377,15
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.1,54,92,36.986301369863014,0.7777777777777778,12
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.12,37,109,25.34246575342466,0.8648648648648649,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.15,27,119,18.493150684931507,0.8518518518518519,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,GAP_ONLY,,0.2,12,134,8.219178082191782,0.9166666666666666,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.01,134,12,91.78082191780823,0.5522388059701493,60
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.02,125,21,85.61643835616438,0.576,53
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.03,110,36,75.34246575342466,0.6272727272727273,41
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.04,99,47,67.8082191780822,0.6565656565656566,34
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.05,92,54,63.013698630136986,0.6739130434782609,30
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.06,81,65,55.47945205479452,0.691358024691358,25
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.08,61,85,41.78082191780822,0.7540983606557377,15
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.1,54,92,36.986301369863014,0.7777777777777778,12
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.12,37,109,25.34246575342466,0.8648648648648649,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.15,27,119,18.493150684931507,0.8518518518518519,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.2,0.2,12,134,8.219178082191782,0.9166666666666666,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.01,134,12,91.78082191780823,0.5522388059701493,60
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.02,125,21,85.61643835616438,0.576,53
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.03,110,36,75.34246575342466,0.6272727272727273,41
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.04,99,47,67.8082191780822,0.6565656565656566,34
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.05,92,54,63.013698630136986,0.6739130434782609,30
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.06,81,65,55.47945205479452,0.691358024691358,25
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.08,61,85,41.78082191780822,0.7540983606557377,15
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.1,54,92,36.986301369863014,0.7777777777777778,12
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.12,37,109,25.34246575342466,0.8648648648648649,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.15,27,119,18.493150684931507,0.8518518518518519,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.25,0.2,12,134,8.219178082191782,0.9166666666666666,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.01,131,15,89.72602739726027,0.5648854961832062,57
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.02,122,24,83.56164383561644,0.5901639344262295,50
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.03,108,38,73.97260273972603,0.6388888888888888,39
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.04,97,49,66.43835616438356,0.6701030927835051,32
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.05,90,56,61.64383561643836,0.6888888888888889,28
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.06,80,66,54.794520547945204,0.7,24
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.08,61,85,41.78082191780822,0.7540983606557377,15
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.1,54,92,36.986301369863014,0.7777777777777778,12
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.12,37,109,25.34246575342466,0.8648648648648649,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.15,27,119,18.493150684931507,0.8518518518518519,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.3,0.2,12,134,8.219178082191782,0.9166666666666666,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.01,122,24,83.56164383561644,0.5819672131147541,51
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.02,114,32,78.08219178082192,0.6052631578947368,45
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.03,102,44,69.86301369863014,0.6470588235294118,36
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.04,94,52,64.38356164383562,0.6808510638297872,30
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.05,87,59,59.58904109589041,0.7011494252873564,26
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.06,78,68,53.42465753424658,0.7051282051282052,23
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.08,60,86,41.0958904109589,0.7666666666666667,14
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.1,53,93,36.3013698630137,0.7924528301886793,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.12,37,109,25.34246575342466,0.8648648648648649,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.15,27,119,18.493150684931507,0.8518518518518519,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.35,0.2,12,134,8.219178082191782,0.9166666666666666,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.01,112,34,76.71232876712328,0.5982142857142857,45
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.02,104,42,71.23287671232876,0.625,39
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.03,94,52,64.38356164383562,0.6595744680851063,32
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.04,87,59,59.58904109589041,0.6896551724137931,27
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.05,82,64,56.16438356164384,0.7073170731707317,24
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.06,75,71,51.36986301369863,0.7066666666666667,22
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.08,58,88,39.726027397260275,0.7586206896551724,14
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.1,52,94,35.61643835616438,0.7884615384615384,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.12,36,110,24.65753424657534,0.8611111111111112,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.15,27,119,18.493150684931507,0.8518518518518519,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.4,0.2,12,134,8.219178082191782,0.9166666666666666,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.01,96,50,65.75342465753425,0.59375,39
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.02,88,58,60.273972602739725,0.625,33
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.03,79,67,54.10958904109589,0.6582278481012658,27
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.04,73,73,50.0,0.6986301369863014,22
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.05,69,77,47.26027397260274,0.7101449275362319,20
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.06,62,84,42.465753424657535,0.7096774193548387,18
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.08,50,96,34.24657534246575,0.76,12
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.1,46,100,31.506849315068493,0.782608695652174,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.12,31,115,21.232876712328768,0.8709677419354839,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.15,25,121,17.123287671232877,0.88,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.45,0.2,12,134,8.219178082191782,0.9166666666666666,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.01,73,73,50.0,0.6164383561643836,28
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.02,69,77,47.26027397260274,0.6231884057971014,26
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.03,63,83,43.15068493150685,0.6666666666666666,21
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.04,58,88,39.726027397260275,0.7068965517241379,17
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.05,55,91,37.67123287671233,0.7272727272727273,15
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.06,51,95,34.93150684931507,0.7254901960784313,14
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.08,42,104,28.767123287671232,0.7857142857142857,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.1,39,107,26.71232876712329,0.7948717948717948,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.12,26,120,17.80821917808219,0.8846153846153846,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.15,22,124,15.068493150684931,0.9090909090909091,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.5,0.2,12,134,8.219178082191782,0.9166666666666666,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.01,44,102,30.136986301369863,0.7045454545454546,13
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.02,41,105,28.08219178082192,0.7073170731707317,12
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.03,36,110,24.65753424657534,0.8055555555555556,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.04,34,112,23.28767123287671,0.8529411764705882,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.05,32,114,21.91780821917808,0.875,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.06,30,116,20.54794520547945,0.8666666666666667,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.08,23,123,15.753424657534246,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.1,23,123,15.753424657534246,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.12,19,127,13.013698630136986,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.15,19,127,13.013698630136986,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.55,0.2,10,136,6.8493150684931505,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.01,32,114,21.91780821917808,0.65625,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.02,30,116,20.54794520547945,0.6666666666666666,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.03,26,120,17.80821917808219,0.7692307692307693,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.04,25,121,17.123287671232877,0.8,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.05,24,122,16.438356164383563,0.8333333333333334,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.06,23,123,15.753424657534246,0.8260869565217391,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.08,16,130,10.95890410958904,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.1,16,130,10.95890410958904,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.12,13,133,8.904109589041095,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.15,13,133,8.904109589041095,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.6,0.2,8,138,5.47945205479452,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.01,18,128,12.32876712328767,0.7222222222222222,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.02,17,129,11.643835616438356,0.7647058823529411,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.03,15,131,10.273972602739725,0.8666666666666667,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.04,14,132,9.58904109589041,0.9285714285714286,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.05,14,132,9.58904109589041,0.9285714285714286,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.06,13,133,8.904109589041095,0.9230769230769231,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.08,12,134,8.219178082191782,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.1,12,134,8.219178082191782,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.12,10,136,6.8493150684931505,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.15,10,136,6.8493150684931505,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.65,0.2,5,141,3.4246575342465753,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.01,9,137,6.164383561643835,0.6666666666666666,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.02,8,138,5.47945205479452,0.75,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.03,7,139,4.794520547945205,0.8571428571428571,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.04,7,139,4.794520547945205,0.8571428571428571,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.05,7,139,4.794520547945205,0.8571428571428571,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.06,6,140,4.109589041095891,0.8333333333333334,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.08,5,141,3.4246575342465753,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.1,5,141,3.4246575342465753,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.12,4,142,2.73972602739726,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.15,4,142,2.73972602739726,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.7,0.2,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.01,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.02,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.03,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.04,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.05,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.06,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.08,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.1,2,144,1.36986301369863,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.12,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.15,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.75,0.2,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.01,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.02,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.03,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.04,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.05,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.06,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.08,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.1,1,145,0.684931506849315,1.0,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.12,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.15,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.8,0.2,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.85,0.01,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.85,0.02,0,146,0.0,,0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,EXAMPLE_CENTROID,SCORE_AND_GAP,0.85,0.03,0,146,0.0,,0
